,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,versions,update_date,authors_parsed,publisher,published-print,published-online,reference-count,type,bibtex,subject,publication_type,field_of_study,refined_authors,refined_publication_title,resolved_venue,refined_venue,authors_with_gender,publication_year,journal_name,volume,issue,pages
84159,907.5355,Christof Roland,Christof Roland (for the CMS collaboration),"Triggering on Hard Probes in Heavy-Ion Collisions with the CMS
  Experiment at the LHC","4 pages, 1 figure, To appear in the conference proceedings for Quark
  Matter 2009, March 30 - April 4, Knoxville, Tennessee","Nucl.Phys.A830:523c-526c,2009",10.1016/j.nuclphysa.2009.09.042,,nucl-ex,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 30 Jul 2009 14:19:18 GMT'}, {'version': 'v2', 'created': 'Thu, 17 Sep 2009 14:24:15 GMT'}]",2019-08-13,"[['Roland', 'Christof', '', 'for the CMS collaboration']]",,,,,,,,,Nuclear Physics,Christof Roland,Triggering on Hard Probes in Heavy-Ion Collisions with the CMS Experiment at the LHC,Unknown,Unknown,Christof Roland (male),2009,Nuclear Physics A,830,1-4,523c-526c
38555,805.1943,Leonard S. Kisslinger,"Leonard S. Kisslinger, Diana Parno and Seamus Riordan",Hybrid Charmonium and the $\rho-\pi$ Puzzle,"9 pages, 7 figures","Adv.High Energy Phys.2009:982341,2009",10.1155/2008/982341,,hep-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 13 May 2008 21:32:43 GMT'}, {'version': 'v2', 'created': 'Fri, 21 Nov 2008 21:07:11 GMT'}]",2009-12-17,"[['Kisslinger', 'Leonard S.', ''], ['Parno', 'Diana', ''], ['Riordan', 'Seamus', '']]",,,,,,,,,High Energy Physics,"Leonard S. Kisslinger, Diana Parno, Seamus Riordan","Hybrid Charmonium and the<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mi>ρ</mml:mi><mml:mo>−</mml:mo><mml:mi>π</mml:mi></mml:mrow></mml:math>Puzzle",Unknown,Unknown,"Leonard S. Kisslinger (male), Diana Parno (female), Seamus Riordan (male)",2008,Advances in High Energy Physics,2008,,1-16
79490,906.3402,Kohei Kamada,Kohei Kamada and J. Yokoyama,On the realization of the MSSM inflation,17pages,"Prog.Theor.Phys.122:969-986,2010",10.1143/PTP.122.969,RESCEU-15/09,hep-ph astro-ph.CO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 18 Jun 2009 10:28:04 GMT'}]",2010-01-15,"[['Kamada', 'Kohei', ''], ['Yokoyama', 'J.', '']]",,,,,,,,,Astronomy and Astrophysics,"K. Kamada, J. Yokoyama",On the Realization of MSSM Inflation,Unknown,Unknown,"K. Kamada (male), J. Yokoyama (female)",2009,Progress of Theoretical Physics,122,4,969-986
13512,708.3674,Burin Gumjudpai,Burin Gumjudpai (TPTP Naresuan U.),"Power-law expansion cosmology in Schr\""odinger-type formulation","9 pages, 5 figures, Revtex 4, accepted by Astroparticle Physics, more
  Ref. added","Astropart.Phys.30:186-191,2008",10.1016/j.astropartphys.2008.09.006,,gr-qc astro-ph hep-th quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 27 Aug 2007 20:04:18 GMT'}, {'version': 'v2', 'created': 'Thu, 18 Oct 2007 20:37:43 GMT'}, {'version': 'v3', 'created': 'Fri, 5 Sep 2008 18:16:21 GMT'}, {'version': 'v4', 'created': 'Mon, 8 Sep 2008 22:16:32 GMT'}]",2008-12-18,"[['Gumjudpai', 'Burin', '', 'TPTP Naresuan U.']]",,,,,,,,,Astronomy and Astrophysics,B GUMJUDPAI,Power-law expansion cosmology in Schrödinger-type formulation,Unknown,Unknown,B GUMJUDPAI (male),2008,Astroparticle Physics,30,4,186-191
45558,807.3192,Irina Kitiashvili,I.N. Kitiashvili and A.G. Kosovichev,Nonlinear Solar Dynamo Model with Magnetic Helicity,"14 pages, 10 figures, published in Geophysical and Astrophysical
  Fluid Dynamics","Geophysical and Astrophysical Fluid Dynamics, Vol. 103(1), 2009,
  pp. 53-68(16)",10.1080/03091920802396518,,astro-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Sun, 20 Jul 2008 22:59:05 GMT'}, {'version': 'v2', 'created': 'Wed, 11 Feb 2009 21:32:00 GMT'}]",2009-02-11,"[['Kitiashvili', 'I. N.', ''], ['Kosovichev', 'A. G.', '']]",,,,,,,,,Astronomy and Astrophysics,"I. N. Kitiashvili, A. G. Kosovichev",Nonlinear dynamical modeling of solar cycles using dynamo formulation with turbulent magnetic helicity,Unknown,Unknown,"I. N. Kitiashvili (None), A. G. Kosovichev (None)",2009,Geophysical &amp; Astrophysical Fluid Dynamics,103,1,53-68
81648,907.1392,Clement Gombeaud,"Cl\'ement Gombeaud, Tuomas Lappi and Jean-Yves Ollitrault",Effects of partial thermalization on HBT interferometry,"Proceedings for Quark Matter 2009, Knoxville, TN USA","Nucl.Phys.A830:817c-820c,2009",10.1016/j.nuclphysa.2009.10.075,,nucl-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 9 Jul 2009 19:44:41 GMT'}, {'version': 'v2', 'created': 'Fri, 25 Sep 2009 07:51:04 GMT'}]",2009-11-18,"[['Gombeaud', 'Clément', ''], ['Lappi', 'Tuomas', ''], ['Ollitrault', 'Jean-Yves', '']]",,,,,,,,,Nuclear Physics,"Clément Gombeaud, Tuomas Lappi, Jean-Yves Ollitrault",Effects of partial thermalization on HBT interferometry,Unknown,Unknown,"Clément Gombeaud (male), Tuomas Lappi (male), Jean-Yves Ollitrault (male)",2009,Nuclear Physics A,830,1-4,817c-820c
91369,910.1239,Yves Deville,"Farshid Hassani Bijarbooneh, Pierre Flener, Justin Pearson","Dynamic Demand-Capacity Balancing for Air Traffic Management Using
  Constraint-Based Local Search: First Results",,"EPTCS 5, 2009, pp. 27-40",10.4204/EPTCS.5.3,,cs.AI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 7 Oct 2009 12:50:34 GMT'}]",2009-10-08,"[['Bijarbooneh', 'Farshid Hassani', ''], ['Flener', 'Pierre', ''], ['Pearson', 'Justin', '']]",,,,,,,,,Mathematics and Computer Science,"Farshid Hassani Bijarbooneh, Pierre Flener, Justin Pearson",Dynamic Demand-Capacity Balancing for Air Traffic Management Using Constraint-Based Local Search: First Results,LSCS,Unknown,"Farshid Hassani Bijarbooneh (male), Pierre Flener (male), Justin Pearson (male)",2009,Electronic Proceedings in Theoretical Computer Science,5,,27-40
140297,1012.1925,George Angelou,"George C. Angelou, Ross P. Church, Richard J. Stancliffe, John C.
  Lattanzio and Graeme H. Smith","Thermohaline Mixing and its Role in the Evolution of Carbon and Nitrogen
  Abundances in Globular Cluster Red Giants: The Test Case of Messier 3","33 Pages, 10 Figures. Accepted for publication in The Astrophysical
  Journal",,10.1088/0004-637X/728/2/79,,astro-ph.SR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 9 Dec 2010 06:08:17 GMT'}]",2015-05-20,"[['Angelou', 'George C.', ''], ['Church', 'Ross P.', ''], ['Stancliffe', 'Richard J.', ''], ['Lattanzio', 'John C.', ''], ['Smith', 'Graeme H.', '']]",,,,,,,,,Astronomy and Astrophysics,"George C. Angelou, Ross P. Church, Richard J. Stancliffe, John C. Lattanzio, Graeme H. Smith",THERMOHALINE MIXING AND ITS ROLE IN THE EVOLUTION OF CARBON AND NITROGEN ABUNDANCES IN GLOBULAR CLUSTER RED GIANTS: THE TEST CASE OF MESSIER 3,Unknown,Unknown,"George C. Angelou (male), Ross P. Church (male), Richard J. Stancliffe (male), John C. Lattanzio (male), Graeme H. Smith (male)",2011,The Astrophysical Journal,728,2,79
8492,707.0331,Dian Yong Chen,Y. B. Dong,"Target mass corrections and twist-3 in the nucleon spin structure
  functions","11 pages, 1 figures","Phys.Lett.B653:18-22,2007",10.1016/j.physletb.2007.07.022,,hep-ph,,"[{'version': 'v1', 'created': 'Tue, 3 Jul 2007 02:01:33 GMT'}, {'version': 'v2', 'created': 'Thu, 9 Aug 2007 02:27:56 GMT'}]",2008-11-26,"[['Dong', 'Y. B.', '']]",,,,,,,,,High Energy Physics,Y.B. Dong,Target mass corrections and twist-3 in the nucleon spin structure functions,Unknown,Unknown,Y.B. Dong (None),2007,Physics Letters B,653,1,18-22
55418,810.4731,Niels Gronbech Jensen,Jeffrey E. Marchese and Matteo Cirillo and Niels Gr{\o}nbech-Jensen,"Investigation of resonant and transient phenomena in Josephson junction
  flux qubits","11 pages, seven figures","Physical Review B Vol.79, 094517 (2009)",10.1103/PhysRevB.79.094517,,cond-mat.supr-con cond-mat.stat-mech,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 27 Oct 2008 05:42:47 GMT'}, {'version': 'v2', 'created': 'Wed, 18 Feb 2009 21:50:10 GMT'}]",2009-03-20,"[['Marchese', 'Jeffrey E.', ''], ['Cirillo', 'Matteo', ''], ['Grønbech-Jensen', 'Niels', '']]",,,,,,,,,Condensed Matter Physics,"Jeffrey E. Marchese, Matteo Cirillo, Niels Grønbech-Jensen",Investigation of resonant and transient phenomena in Josephson junction flux qubits,Unknown,Unknown,"Jeffrey E. Marchese (male), Matteo Cirillo (male), Niels Grønbech-Jensen (male)",2009,Physical Review B,79,9,
69660,903.2655,Christos Efthymiopoulos,"C. Efthymiopoulos, C. Kalapotharakos, G. Contopoulos",Origin of chaos near critical points of quantum flow,accepted to Physical Review E,,10.1103/PhysRevE.79.036203,,quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Sun, 15 Mar 2009 17:58:23 GMT'}]",2009-11-13,"[['Efthymiopoulos', 'C.', ''], ['Kalapotharakos', 'C.', ''], ['Contopoulos', 'G.', '']]",,,,,,,,,Quantum Physics,"C. Efthymiopoulos, C. Kalapotharakos, G. Contopoulos",Origin of chaos near critical points of quantum flow,Unknown,Unknown,"C. Efthymiopoulos (female), C. Kalapotharakos (female), G. Contopoulos (male)",2009,Physical Review E,79,3,
103630,1001.5129,Tanwi Ghosh,Tanwi Ghosh and Soumitra Sengupta,Strong gravitational lensing across dilaton anti-de Sitter black hole,8 pages and 3 figures. Accepted in Physical Review D,"Phys.Rev.D81:044013,2010",10.1103/PhysRevD.81.044013,,gr-qc,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 28 Jan 2010 08:57:06 GMT'}, {'version': 'v2', 'created': 'Mon, 1 Feb 2010 06:02:49 GMT'}]",2010-04-14,"[['Ghosh', 'Tanwi', ''], ['Sengupta', 'Soumitra', '']]",,,,,,,,,General Relativity and Quantum Cosmology,"Tanwi Ghosh, Soumitra SenGupta",Strong gravitational lensing across a dilaton anti–de Sitter black hole,Unknown,Unknown,"Tanwi Ghosh (female), Soumitra SenGupta (male)",2010,Physical Review D,81,4,
23199,712.02,Rhys Morris,"R.A.H. Morris (1), S. Phillipps (1), J.B. Jones (2), M.J. Drinkwater
  (3), M.D. Gregg (4,5), W.J. Couch (6), Q.A. Parker (7,8) and R.M. Smith (9)
  ((1) Bristol Astrophysics Group, (2) Astronomy Unit, Queen Mary University of
  London, (3) Department of Physics, (4) Department of Physics, University of
  California Davis, (5) Institute for Geophysics and Planetary Physics,
  Lawrence Livermore National Laboratory (6) School of Physics, University of
  New South Wales, (7) Department of Physics, Macquarie University, (8)
  Anglo-Australian Observatory, (9) School of Physics and Astronomy, Cardiff
  University)",2MASS Galaxies in the Fornax Cluster Spectroscopic Survey,"5 pages, accepted by A&A, resubmitted due to missing references","Astron.Astrophys.476:59-62,2007",10.1051/0004-6361:20053734,,astro-ph,,"[{'version': 'v1', 'created': 'Mon, 3 Dec 2007 02:26:32 GMT'}]",2009-09-29,"[['Morris', 'R. A. H.', ''], ['Phillipps', 'S.', ''], ['Jones', 'J. B.', ''], ['Drinkwater', 'M. J.', ''], ['Gregg', 'M. D.', ''], ['Couch', 'W. J.', ''], ['Parker', 'Q. A.', ''], ['Smith', 'R. M.', '']]",,,,,,,,,Astronomy and Astrophysics,"R. A. H. Morris, S. Phillipps, J. B. Jones, M. J. Drinkwater, M. D. Gregg, W. J. Couch, Q. A. Parker, R. M. Smith",2MASS galaxies in the Fornax cluster spectroscopic survey,Unknown,Unknown,"R. A. H. Morris (female), S. Phillipps (female), J. B. Jones (female), M. J. Drinkwater (male), M. D. Gregg (male), W. J. Couch (male), Q. A. Parker (None), R. M. Smith (female)",2007,Astronomy &amp; Astrophysics,476,1,59-62
137538,1011.3943,Derek Lee,"D.K.K. Lee, P.R. Eastham and N.R. Cooper","Breakdown of counterflow superfluidity in a disordered quantum Hall
  bilayer","7 pages, 3 figures","Advances in Condensed Matter Physics, 2011, 792125 (2011)",10.1155/2011/792125,,cond-mat.mes-hall cond-mat.str-el,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 17 Nov 2010 11:06:18 GMT'}]",2011-07-06,"[['Lee', 'D. K. K.', ''], ['Eastham', 'P. R.', ''], ['Cooper', 'N. R.', '']]",,,,,,,,,Condensed Matter Physics,"D. K. K. Lee, P. R. Eastham, N. R. Cooper",Breakdown of Counterflow Superfluidity in a Disordered Quantum Hall Bilayer,Unknown,Unknown,"D. K. K. Lee (male), P. R. Eastham (male), N. R. Cooper (female)",2011,Advances in Condensed Matter Physics,2011,,1-7
79541,906.3494,Rafal Komendarczyk,R. Komendarczyk,The third order helicity of magnetic fields via link maps II,"19 pages, 2 figures; published version","J. Math. Phys. 51 (2010), no. 12, 122702",10.1063/1.3516611,,math.DS math-ph math.DG math.GT math.MP,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 18 Jun 2009 18:10:17 GMT'}, {'version': 'v2', 'created': 'Tue, 26 Oct 2010 20:51:50 GMT'}]",2014-11-19,"[['Komendarczyk', 'R.', '']]",,,,,,,,,Mathematics and Computer Science,R. Komendarczyk,The third order helicity of magnetic fields via link maps. II,Unknown,Unknown,R. Komendarczyk (female),2010,Journal of Mathematical Physics,51,12,
10815,707.4093,Andrea Shindler,A. Shindler,Twisted mass lattice QCD,"v2. 143 pages, 28 figures. Sect. 2 now split in two sections. Several
  improvements for better readability. Typos corrected. Added 2 figures. Added
  references. Clarifications on few points. Conclusions and results unchanged.
  Version published on Physics Report",Phys. Rept. 461 (2008) 37,10.1016/j.physrep.2008.03.001,,hep-lat,,"[{'version': 'v1', 'created': 'Fri, 27 Jul 2007 15:27:45 GMT'}, {'version': 'v2', 'created': 'Mon, 19 May 2008 15:15:38 GMT'}]",2008-05-19,"[['Shindler', 'A.', '']]",,,,,,,,,High Energy Physics,Andrea Shindler,Twisted mass lattice QCD,Comput. Phys. Commun.,Unknown,Andrea Shindler (female),2008,Physics Reports,461,2-3,37-110
16130,709.3614,Alexander Konopelko,"Chulhoon Chang, Alexander Konopelko, and Wei Cui (Purdue University)","Search for Pulsar Wind Nebula Associations of Unidentified TeV Gamma-Ray
  Sources","16 pages, 5 figures, 3 tables, accepted for publication in the ApJ",,10.1086/589225,,astro-ph,,"[{'version': 'v1', 'created': 'Sun, 23 Sep 2007 02:48:38 GMT'}, {'version': 'v2', 'created': 'Fri, 11 Apr 2008 18:58:33 GMT'}]",2009-11-13,"[['Chang', 'Chulhoon', '', 'Purdue University'], ['Konopelko', 'Alexander', '', 'Purdue University'], ['Cui', 'Wei', '', 'Purdue University']]",,,,,,,,,Astronomy and Astrophysics,"Chulhoon Chang, Alexander Konopelko, Wei Cui",Search for Pulsar Wind Nebula Associations with Unidentified TeV γ‐Ray Sources,Unknown,Unknown,"Chulhoon Chang (male), Alexander Konopelko (male), Wei Cui (male)",2008,The Astrophysical Journal,682,2,1177-1184
73077,904.2736,Sabina Sabatini,"M. Tavani, S. Sabatini, E. Pian, A. Bulgarelli, P. Caraveo, R.F.
  Viotti, M.F. Corcoran, A. Giuliani, C. Pittori, F. Verrecchia, S. Vercellone,
  S. Mereghetti, A. Argan, G. Barbiellini, F. Boffelli, P. W. Cattaneo, A. W.
  Chen, V. Cocco, F. D'Ammando, E. Costa, G. De Paris, E. Del Monte, G. Di
  Cocco, I. Donnarumma, Y. Evangelista, A. Ferrari, M. Feroci, M. Fiorini, T.
  Froysland, F. Fuschino, M. Galli, F. Gianotti, C. Labanti, I. Lapshov, F.
  Lazzarotto, P. Lipari, F. Longo, M. Marisaldi, M. Mastropietro, E. Morelli,
  E. Moretti, A. Morselli, L. Pacciani, A. Pellizzoni, F. Perotti, G. Piano, P.
  Picozza, M. Pilia, G. Porrovecchio, G. Pucella, M. Prest, M. Rapisarda, A.
  Rappoldi, A. Rubini, P. Soffitta, M. Trifoglio, A. Trois, E. Vallazza, V.
  Vittorini, A. Zambra, D. Zanello, P. Santolamazza, P. Giommi, S.
  Colafrancesco, L.A. Antonelli, L. Salotti",Detection of Gamma-ray Emission from the Eta-Carinae Region,"5 pages, 4 figure, accepted for publication in ApJ Letters","Astrophys.J.698:L142-L146,2009",10.1088/0004-637X/698/2/L142,,astro-ph.HE,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 17 Apr 2009 15:40:37 GMT'}, {'version': 'v2', 'created': 'Fri, 17 Apr 2009 20:42:04 GMT'}]",2009-09-01,"[['Tavani', 'M.', ''], ['Sabatini', 'S.', ''], ['Pian', 'E.', ''], ['Bulgarelli', 'A.', ''], ['Caraveo', 'P.', ''], ['Viotti', 'R. F.', ''], ['Corcoran', 'M. F.', ''], ['Giuliani', 'A.', ''], ['Pittori', 'C.', ''], ['Verrecchia', 'F.', ''], ['Vercellone', 'S.', ''], ['Mereghetti', 'S.', ''], ['Argan', 'A.', ''], ['Barbiellini', 'G.', ''], ['Boffelli', 'F.', ''], ['Cattaneo', 'P. W.', ''], ['Chen', 'A. W.', ''], ['Cocco', 'V.', ''], [""D'Ammando"", 'F.', ''], ['Costa', 'E.', ''], ['De Paris', 'G.', ''], ['Del Monte', 'E.', ''], ['Di Cocco', 'G.', ''], ['Donnarumma', 'I.', ''], ['Evangelista', 'Y.', ''], ['Ferrari', 'A.', ''], ['Feroci', 'M.', ''], ['Fiorini', 'M.', ''], ['Froysland', 'T.', ''], ['Fuschino', 'F.', ''], ['Galli', 'M.', ''], ['Gianotti', 'F.', ''], ['Labanti', 'C.', ''], ['Lapshov', 'I.', ''], ['Lazzarotto', 'F.', ''], ['Lipari', 'P.', ''], ['Longo', 'F.', ''], ['Marisaldi', 'M.', ''], ['Mastropietro', 'M.', ''], ['Morelli', 'E.', ''], ['Moretti', 'E.', ''], ['Morselli', 'A.', ''], ['Pacciani', 'L.', ''], ['Pellizzoni', 'A.', ''], ['Perotti', 'F.', ''], ['Piano', 'G.', ''], ['Picozza', 'P.', ''], ['Pilia', 'M.', ''], ['Porrovecchio', 'G.', ''], ['Pucella', 'G.', ''], ['Prest', 'M.', ''], ['Rapisarda', 'M.', ''], ['Rappoldi', 'A.', ''], ['Rubini', 'A.', ''], ['Soffitta', 'P.', ''], ['Trifoglio', 'M.', ''], ['Trois', 'A.', ''], ['Vallazza', 'E.', ''], ['Vittorini', 'V.', ''], ['Zambra', 'A.', ''], ['Zanello', 'D.', ''], ['Santolamazza', 'P.', ''], ['Giommi', 'P.', ''], ['Colafrancesco', 'S.', ''], ['Antonelli', 'L. A.', ''], ['Salotti', 'L.', '']]",,,,,,,,,Astronomy and Astrophysics,"M. Tavani, S. Sabatini, E. Pian, A. Bulgarelli, P. Caraveo, R. F. Viotti, M. F. Corcoran, A. Giuliani, C. Pittori, F. Verrecchia, S. Vercellone, S. Mereghetti, A. Argan, G. Barbiellini, F. Boffelli, P. W. Cattaneo, A. W. Chen, V. Cocco, F. D'Ammando, E. Costa, G. De Paris, E. Del Monte, G. Di Cocco, I. Donnarumma, Y. Evangelista, A. Ferrari, M. Feroci, M. Fiorini, T. Froysland, F. Fuschino, M. Galli, F. Gianotti, C. Labanti, I. Lapshov, F. Lazzarotto, P. Lipari, F. Longo, M. Marisaldi, M. Mastropietro, E. Morelli, E. Moretti, A. Morselli, L. Pacciani, A. Pellizzoni, F. Perotti, G. Piano, P. Picozza, M. Pilia, G. Porrovecchio, G. Pucella, M. Prest, M. Rapisarda, A. Rappoldi, A. Rubini, P. Soffitta, M. Trifoglio, A. Trois, E. Vallazza, V. Vittorini, A. Zambra, D. Zanello, P. Santolamazza, P. Giommi, S. Colafrancesco, L. A. Antonelli, L. Salotti",DETECTION OF GAMMA-RAY EMISSION FROM THE ETA-CARINAE REGION,Unknown,Unknown,"M. Tavani (male), S. Sabatini (female), E. Pian (None), A. Bulgarelli (None), P. Caraveo (male), R. F. Viotti (female), M. F. Corcoran (male), A. Giuliani (None), C. Pittori (female), F. Verrecchia (None), S. Vercellone (female), S. Mereghetti (female), A. Argan (None), G. Barbiellini (male), F. Boffelli (None), P. W. Cattaneo (male), A. W. Chen (None), V. Cocco (female), F. D'Ammando (None), E. Costa (None), G. De Paris (male), E. Del Monte (None), G. Di Cocco (male), I. Donnarumma (None), Y. Evangelista (None), A. Ferrari (None), M. Feroci (male), M. Fiorini (male), T. Froysland (male), F. Fuschino (None), M. Galli (male), F. Gianotti (None), C. Labanti (female), I. Lapshov (None), F. Lazzarotto (None), P. Lipari (male), F. Longo (None), M. Marisaldi (male), M. Mastropietro (male), E. Morelli (None), E. Moretti (None), A. Morselli (None), L. Pacciani (None), A. Pellizzoni (None), F. Perotti (None), G. Piano (male), P. Picozza (male), M. Pilia (male), G. Porrovecchio (male), G. Pucella (male), M. Prest (male), M. Rapisarda (male), A. Rappoldi (None), A. Rubini (None), P. Soffitta (male), M. Trifoglio (male), A. Trois (None), E. Vallazza (None), V. Vittorini (female), A. Zambra (None), D. Zanello (male), P. Santolamazza (male), P. Giommi (male), S. Colafrancesco (female), L. A. Antonelli (None), L. Salotti (None)",2009,The Astrophysical Journal,698,2,L142-L146
64700,901.4302,Roberto Soria,"Roberto Soria (MSSL-Ucl), Kajal Ghosh (NASA-MSFC)",Different types of ultraluminous X-ray sources in NGC 4631,"12 pages, accepted by ApJ","Astrophys.J.696:287-297,2009",10.1088/0004-637X/696/1/287,,astro-ph.HE,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 27 Jan 2009 17:57:31 GMT'}]",2011-02-11,"[['Soria', 'Roberto', '', 'MSSL-Ucl'], ['Ghosh', 'Kajal', '', 'NASA-MSFC']]",,,,,,,,,Astronomy and Astrophysics,"Roberto Soria, Kajal K. Ghosh",DIFFERENT TYPES OF ULTRALUMINOUS X-RAY SOURCES IN NGC 4631,Unknown,Unknown,"Roberto Soria (male), Kajal K. Ghosh (female)",2009,The Astrophysical Journal,696,1,287-297
57476,811.2323,Zbigniew Pucha{\l}a,"Zbigniew Pucha{\l}a, Jaros{\l}aw Adam Miszczak",Bound on trace distance based on superfidelity,"4 pages, 3 figures","Phys. Rev. A 79, 024302 (2009)",10.1103/PhysRevA.79.024302,,quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 14 Nov 2008 11:51:20 GMT'}, {'version': 'v2', 'created': 'Wed, 11 Feb 2009 10:37:22 GMT'}]",2009-02-11,"[['Puchała', 'Zbigniew', ''], ['Miszczak', 'Jarosław Adam', '']]",,,,,,,,,Quantum Physics,"Zbigniew Puchała, Jarosław Adam Miszczak",Bound on trace distance based on superfidelity,Unknown,Unknown,"Zbigniew Puchała (male), Jarosław Adam Miszczak (male)",2009,Physical Review A,79,2,
